39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;39;40;39;39;39;39;39;39;39;39;39;39;MeshSkinningPerformanceTests.MathLib_2Bone_PosNormal;0
3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;ThreadSpecificValuePerformance.PlatformThreadSpecificValue_GetInt;0
60;60;60;60;60;60;61;61;60;60;61;60;61;61;60;61;60;60;61;60;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60;60;59;59;59;59;59;59;61;64;59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;61;60;60;60;60;60;60;60;61;60;60;60;60;60;60;60;60;60;60;60;60;60;60;60;61;60;60;60;60;60;59;60;59;60;59;60;60;60;60;60;61;60;60;61;60;59;60;59;59;59;59;59;59;59;59;60;60;61;60;60;60;60;60;60;60;MeshSkinningPerformanceTests.MathLib_4Bone_PosTangent;0
25;25;25;25;25;26;25;25;25;25;25;25;25;25;25;26;25;25;25;25;25;25;25;25;25;26;25;25;25;25;25;25;25;25;25;26;25;25;25;25;25;25;25;25;27;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;26;25;26;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;30;26;26;26;26;26;26;26;26;26;26;25;25;26;26;26;25;25;27;25;25;24;24;24;24;24;25;25;24;24;25;24;24;24;24;24;25;25;24;24;25;25;25;25;25;25;25;26;26;25;25;25;25;25;25;25;25;26;26;25;25;25;24;25;25;25;25;25;25;25;25;25;24;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;25;ParticleSystemPerformanceTests.CreateMany;0
82;81;82;81;81;81;82;81;81;81;82;81;82;81;81;81;82;81;81;81;82;81;81;81;81;81;82;81;82;81;82;81;81;81;81;81;82;81;82;81;82;82;82;81;82;82;82;82;82;82;82;82;82;82;82;81;82;82;82;82;81;81;81;80;81;80;80;80;80;80;78;78;78;78;78;78;78;78;78;78;80;80;80;80;80;80;80;80;80;80;80;81;80;80;80;80;80;80;81;80;83;83;82;83;83;83;82;83;82;83;83;83;82;83;83;83;82;83;82;83;83;82;82;82;83;82;82;82;82;83;83;82;82;82;83;82;82;82;82;83;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;82;83;83;83;83;83;82;84;82;82;83;83;83;83;83;83;82;84;82;82;83;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;81;StringBuilderPerformanceTests.append_WithInt;0
29;30;31;29;29;31;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;29;31;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;29;29;30;30;30;30;30;30;30;30;30;30;29;30;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;29;29;29;30;29;29;29;29;29;30;29;29;29;30;30;29;29;29;29;31;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;30;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;29;30;29;29;29;30;29;29;30;29;29;29;29;29;MeshSkinningPerformanceTests.MathLib_2Bone_Pos;0
49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;51;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;51;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;51;49;49;49;49;49;49;49;MeshSkinningPerformanceTests.MathLib_2Bone_PosTangent;0
11;11;11;11;11;11;11;11;11;11;11;11;11;11;12;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;ConstructorUtilityPerformance.PlacementNew_1GB;0
79;79;78;79;79;79;78;79;79;79;79;79;81;79;79;79;79;79;79;79;110;111;111;110;113;110;111;110;110;110;79;79;79;79;79;79;79;79;79;79;111;111;110;110;112;110;111;110;111;110;112;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;111;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;110;111;111;110;110;110;110;110;110;111;111;110;111;110;111;110;111;110;112;110;111;110;111;110;110;110;110;110;79;79;79;79;79;79;79;79;80;79;110;110;110;111;110;111;110;111;110;110;79;79;79;79;79;79;79;79;79;79;110;110;110;110;111;111;110;110;110;110;79;79;79;79;79;79;79;79;79;78;110;110;110;110;111;110;110;110;110;110;80;79;79;79;79;79;79;79;79;79;110;110;110;110;110;111;110;110;111;110;79;79;79;79;79;79;79;79;79;79;MeshSkinningPerformanceTests.Generic_2Bone_Pos;1
50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;49;49;49;49;49;50;50;49;49;50;50;49;49;50;49;50;49;50;49;49;50;50;49;49;49;49;50;49;49;49;49;50;50;49;50;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;50;49;49;49;49;49;49;49;49;49;49;49;49;49;50;49;50;49;49;49;50;50;49;49;49;49;50;50;50;50;50;50;50;50;50;50;49;49;49;49;50;49;49;49;50;49;50;50;50;50;50;50;50;50;50;50;49;49;49;49;49;49;49;49;50;49;50;50;50;50;50;50;50;50;50;50;49;49;50;49;49;49;49;50;49;50;50;50;50;50;51;50;50;50;50;49;49;50;50;50;49;49;49;50;49;49;50;50;50;50;50;50;50;50;50;50;MemoryBandwidthPerformance.test_Vector3f_copy_16KB;0
256;251;251;252;251;256;252;253;251;251;251;251;252;251;251;251;252;251;251;252;255;252;251;251;251;255;252;252;251;255;251;251;251;251;251;252;251;252;253;251;250;251;250;255;252;251;251;252;252;251;251;252;252;252;255;255;251;252;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;251;250;250;251;251;254;252;251;250;251;251;251;251;252;255;252;251;255;255;255;252;252;252;252;252;252;252;252;252;252;252;252;252;254;251;254;253;254;251;252;252;252;251;252;252;251;252;252;253;251;251;252;252;256;251;253;251;251;251;252;251;251;251;252;252;252;252;252;250;252;251;252;252;255;255;251;251;251;250;250;251;250;251;251;251;251;250;251;251;251;251;251;251;251;251;251;251;251;250;251;250;251;251;256;255;256;256;255;255;255;255;256;256;Array_PushBack_Vector3f_16KB_Performance.vector_push_back;0
17;17;17;17;17;17;17;17;17;17;17;18;18;17;17;17;17;18;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;17;17;17;17;17;17;17;17;17;17;17;18;17;17;17;18;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;17;17;17;17;17;17;17;17;17;18;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;18;17;17;18;18;17;17;17;17;17;17;17;17;17;17;17;17;17;18;17;17;17;17;17;17;17;18;17;17;17;17;17;17;17;17;17;17;Array_Push_int4_16KB_Performance.dynamic_hand_optimized_ptr;0
35;35;35;35;34;35;34;35;35;34;35;34;38;35;35;35;35;35;37;35;38;37;35;35;34;35;35;35;35;35;37;38;37;37;38;37;37;37;37;37;34;35;35;34;35;34;34;34;34;35;35;35;35;34;35;34;38;35;37;35;35;37;35;38;38;36;36;36;36;36;35;37;35;38;38;36;36;36;36;36;37;34;34;37;34;37;34;34;37;35;34;34;35;35;35;34;38;38;34;34;34;35;34;35;35;37;35;37;35;35;34;35;34;35;34;34;34;34;34;34;35;34;35;38;35;35;35;35;34;35;35;35;35;35;35;35;35;35;35;35;34;34;34;35;35;34;34;34;35;35;35;35;35;35;35;34;35;35;35;35;35;35;35;37;34;34;35;34;35;38;34;35;35;35;34;34;34;34;35;34;37;35;37;37;37;35;37;35;37;37;35;35;34;35;34;34;34;35;34;34;MemoryBandwidthPerformance.test_simd_copy_indexer_16KB;1
548;542;542;539;548;548;548;544;550;545;549;549;601;549;551;542;614;545;546;620;538;544;542;542;538;540;542;548;546;541;547;547;541;539;539;544;545;539;559;541;544;543;544;606;603;548;544;553;547;543;545;550;596;539;549;544;546;542;540;543;539;543;540;543;541;541;541;541;541;541;539;539;539;539;539;539;539;539;539;539;539;540;540;539;539;539;539;539;540;539;540;542;544;541;542;545;542;544;537;541;544;539;539;540;539;539;542;539;540;540;556;548;549;565;542;544;548;547;543;545;543;542;540;543;541;540;539;544;548;542;548;552;595;543;544;617;549;548;552;543;540;539;540;540;542;542;540;538;540;539;537;544;547;546;546;549;541;547;544;544;540;549;539;539;539;537;543;549;538;539;548;544;542;546;552;546;539;544;548;548;540;543;540;541;550;544;546;543;546;546;545;538;542;550;542;548;536;549;542;542;ConstructorUtilityPerformance.destruct_test_full_destruct;0
125;125;125;126;130;125;130;130;131;126;127;126;124;124;125;124;125;124;124;123;125;126;125;126;125;126;124;129;127;127;127;127;127;128;127;127;128;127;128;128;126;130;127;126;127;125;126;127;126;126;127;126;126;130;128;127;127;126;126;127;125;124;127;128;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;125;126;126;126;126;126;124;128;128;126;126;126;126;127;126;127;129;126;127;125;127;128;126;127;126;124;126;124;126;124;126;127;126;126;126;126;126;126;126;126;127;125;127;128;127;125;127;125;123;127;126;125;125;125;125;125;125;125;125;125;125;126;126;125;127;127;127;126;125;126;126;127;127;127;127;128;127;127;127;127;127;127;126;125;125;126;126;129;125;125;130;125;125;125;125;125;126;125;125;125;125;125;131;127;126;126;126;125;125;126;125;130;128;128;128;128;128;128;128;130;130;Array_Push_int4_16KB_Performance.dynamic_array_push_back;0
125;125;122;124;126;126;124;126;122;125;127;124;126;125;122;126;127;124;124;125;126;127;126;125;127;126;124;124;127;121;125;126;125;126;126;126;127;126;125;127;126;125;126;126;125;125;121;123;125;127;127;127;127;126;126;125;126;126;124;127;124;125;125;127;124;127;125;125;125;125;124;125;125;127;124;127;125;125;125;125;122;125;124;125;128;125;128;126;126;125;128;127;126;126;126;126;125;125;128;124;126;127;126;127;126;124;126;122;136;126;122;126;127;126;125;126;125;127;125;121;126;125;125;123;127;127;128;125;127;127;125;127;127;125;123;125;122;126;127;125;129;129;123;129;129;128;129;128;129;129;123;126;124;127;124;125;126;126;125;125;125;127;128;127;127;122;124;128;124;128;127;125;127;126;124;127;126;126;125;125;124;125;126;125;125;126;126;129;126;125;124;123;126;126;126;124;122;126;127;127;MemoryBandwidthPerformance.test_simd_copy_restrict_100MB;0
52;53;52;52;52;52;52;52;52;52;52;53;52;52;52;52;52;52;52;52;52;52;52;53;52;52;52;52;52;52;52;52;52;53;52;52;52;52;52;52;52;52;52;52;52;52;54;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;52;HashFunctionsPerformanceTests.Hash32_4KB_Generic_ComputeHash32_Perf;0
16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;18;17;17;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;16;17;17;17;17;17;17;16;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;17;16;17;17;17;16;16;16;16;16;16;16;16;16;16;17;17;17;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;17;17;16;17;17;17;17;17;17;17;16;16;16;16;16;16;16;16;16;16;17;16;17;17;16;16;17;16;17;17;16;16;16;16;16;16;16;16;16;16;17;16;16;16;17;17;17;16;16;16;16;16;16;16;16;16;16;16;16;16;ShaderProgramPerformanceTests.KeywordHashLookupPerf_1000Variants;0
18;18;18;18;18;18;18;18;18;18;17;17;17;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;18;17;18;18;18;18;18;18;18;18;18;23;18;17;18;18;18;17;17;17;17;17;18;17;17;17;17;18;18;18;18;18;18;18;18;18;18;17;17;18;17;17;17;17;17;17;17;18;18;18;18;18;18;18;18;18;18;MemoryBandwidthPerformance.test_simd_store_16KB;0
22;22;22;22;23;23;23;22;23;23;22;22;22;22;22;22;22;22;22;22;23;24;22;22;23;22;22;22;22;23;23;23;22;22;22;22;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;22;22;22;22;22;22;22;22;22;22;22;22;22;22;23;24;23;24;23;23;23;23;23;24;23;23;23;22;23;24;22;22;24;22;23;22;22;22;22;22;22;23;22;22;22;22;22;22;22;22;22;22;22;22;24;21;22;24;22;22;22;23;23;24;23;23;23;24;22;23;22;23;23;23;22;22;22;22;22;22;22;22;22;22;23;23;22;22;23;22;22;22;22;22;22;22;22;22;23;22;22;22;22;22;22;23;22;22;23;23;22;22;23;23;MemoryBandwidthPerformance.test_simd_load_16KB;0
11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;11;ConstructorUtilityPerformance.CopyConstructor_1GB;0
48;49;49;49;50;48;48;48;49;49;49;49;48;48;49;49;49;49;48;49;49;48;48;49;53;49;49;49;49;49;49;49;48;49;49;49;49;49;49;48;48;48;49;49;48;49;49;48;49;48;49;49;49;49;49;49;49;49;49;49;48;48;48;49;49;49;48;48;48;48;48;48;48;48;48;48;48;48;48;48;49;49;48;48;49;49;48;49;48;48;48;48;49;48;48;49;49;49;49;49;49;49;49;48;49;49;49;49;49;49;49;48;49;49;48;49;49;49;49;49;48;49;49;49;48;49;53;49;49;49;48;48;48;49;48;48;48;49;48;48;49;48;48;49;48;48;49;49;48;48;48;49;49;48;48;49;48;49;48;48;49;49;48;49;48;48;48;49;49;48;48;49;48;49;49;48;49;49;49;49;49;49;49;49;49;49;49;49;49;49;49;53;49;48;48;49;49;49;49;49;MeshSkinningPerformanceTests.MathLib_4Bone_Pos;0
