155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,155,157,157,157,157,157,157,157,157,157,157,115,115,115,115,115,115,115,115,115,115,113,113,113,113,113,113,113,113,113,113,159,159,159,159,159,159,159,159,159,159,115,115,115,115,115,115,115,115,115,115,164,164,164,164,164,164,164,164,164,164,160,160,160,160,160,160,160,160,160,160,116,116,116,116,116,116,116,116,116,116,114,114,114,114,114,114,114,114,114,114,158,158,158,158,158,158,158,158,158,158,116,116,116,116,116,116,116,116,116,116,153,153,153,153,153,153,153,153,153,153,113,113,113,113,113,113,113,113,113,113,102,102,102,102,102,102,102,102,102,102,115,115,115,115,115,115,115,115,115,115,113,113,113,113,113,113,113,113,113,113,156,156,156,156,156,156,156,156,156,156,165,165,165,165,165,165,165,165,165,165,SceneBased_TransformAndPooling_InstantiateDestroy_CharacterRigOptimized
65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,65,73,73,73,73,73,73,73,73,73,73,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,72,72,72,72,72,72,72,72,72,72,22,22,22,22,22,22,22,22,22,22,70,70,70,70,70,70,70,70,70,70,72,72,72,72,72,72,72,72,72,72,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,65,65,65,65,65,65,65,65,65,65,22,22,22,22,22,22,22,22,22,22,72,72,72,72,72,72,72,72,72,72,22,22,22,22,22,22,22,22,22,22,28,28,28,28,28,28,28,28,28,28,22,22,22,22,22,22,22,22,22,22,21,21,21,21,21,21,21,21,21,21,72,72,72,72,72,72,72,72,72,72,69,69,69,69,69,69,69,69,69,69,SpriteRendering
39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,43,43,43,43,43,43,43,43,43,43,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,20,20,20,20,20,20,20,20,20,20,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,40,40,40,40,40,40,40,40,40,40,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,39,39,39,39,39,39,39,39,39,39,43,43,43,43,43,43,43,43,43,43,CompareAnimateRobotsWithController
129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,129,124,124,124,124,124,124,124,124,124,124,95,95,95,95,95,95,95,95,95,95,88,88,88,88,88,88,88,88,88,88,123,123,123,123,123,123,123,123,123,123,95,95,95,95,95,95,95,95,95,95,138,138,138,138,138,138,138,138,138,138,123,123,123,123,123,123,123,123,123,123,95,95,95,95,95,95,95,95,95,95,88,88,88,88,88,88,88,88,88,88,129,129,129,129,129,129,129,129,129,129,95,95,95,95,95,95,95,95,95,95,124,124,124,124,124,124,124,124,124,124,89,89,89,89,89,89,89,89,89,89,84,84,84,84,84,84,84,84,84,84,95,95,95,95,95,95,95,95,95,95,89,89,89,89,89,89,89,89,89,89,123,123,123,123,123,123,123,123,123,123,139,139,139,139,139,139,139,139,139,139,SceneBased_NavmeshCharacterAnimation_scene
44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,23,23,23,23,23,23,23,23,23,23,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,46,46,46,46,46,46,46,46,46,46,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,43,23,23,23,23,23,23,23,23,23,23,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,44,44,44,44,44,44,44,44,44,44,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,43,43,43,43,43,43,43,43,43,43,46,46,46,46,46,46,46,46,46,46,CompareAnimateCubesWithController
28,28,28,28,28,28,28,28,28,28,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,15,15,15,15,15,15,15,15,15,15,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,30,30,30,30,30,30,30,30,30,30,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,15,15,15,15,15,15,15,15,15,15,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,28,28,28,28,28,28,28,28,28,28,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,28,28,28,28,28,28,28,28,28,28,30,30,30,30,30,30,30,30,30,30,CompareAnimateCubesWithPlayable
53,53,53,53,53,53,53,53,53,53,57,57,57,57,57,57,57,57,57,57,86,86,86,86,86,86,86,86,86,86,77,77,77,77,77,77,77,77,77,77,74,74,74,74,74,74,74,74,74,74,85,85,85,85,85,85,85,85,85,85,77,77,77,77,77,77,77,77,77,77,83,83,83,83,83,83,83,83,83,83,85,85,85,85,85,85,85,85,85,85,77,77,77,77,77,77,77,77,77,77,74,74,74,74,74,74,74,74,74,74,88,88,88,88,88,88,88,88,88,88,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,78,76,76,76,76,76,76,76,76,76,76,159,159,159,159,159,159,159,159,159,159,78,78,78,78,78,78,78,78,78,78,76,76,76,76,76,76,76,76,76,76,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,SceneBased_TransformAndPooling_SetParent_SameHierarchy
59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,54,54,54,54,54,54,54,54,54,54,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,54,54,54,54,54,54,54,54,54,54,60,60,60,60,60,60,60,60,60,60,59,59,59,59,59,59,59,59,59,59,55,55,55,55,55,55,55,55,55,55,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,56,56,56,56,56,56,56,56,56,56,59,59,59,59,59,59,59,59,59,59,58,58,58,58,58,58,58,58,58,58,133,133,133,133,133,133,133,133,133,133,55,55,55,55,55,55,55,55,55,55,58,58,58,58,58,58,58,58,58,58,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,59,SceneBased_TransformAndPooling_SetPosition_CharacterRig
12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,8,8,8,8,8,8,8,8,8,8,12,12,12,12,12,12,12,12,12,12,10,10,10,10,10,10,10,10,10,10,13,13,13,13,13,13,13,13,13,13,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,10,10,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,SceneBased_Skybox_skybox
627,627,627,627,627,627,627,627,627,627,640,640,640,640,640,640,640,640,640,640,614,614,614,614,614,614,614,614,614,614,736,736,736,736,736,736,736,736,736,736,688,688,688,688,688,688,688,688,688,688,637,637,637,637,637,637,637,637,637,637,737,737,737,737,737,737,737,737,737,737,658,658,658,658,658,658,658,658,658,658,640,640,640,640,640,640,640,640,640,640,729,729,729,729,729,729,729,729,729,729,687,687,687,687,687,687,687,687,687,687,627,627,627,627,627,627,627,627,627,627,730,730,730,730,730,730,730,730,730,730,628,628,628,628,628,628,628,628,628,628,699,699,699,699,699,699,699,699,699,699,1555,1555,1555,1555,1555,1555,1555,1555,1555,1555,721,721,721,721,721,721,721,721,721,721,699,699,699,699,699,699,699,699,699,699,623,623,623,623,623,623,623,623,623,623,635,635,635,635,635,635,635,635,635,635,SceneBased_TransformAndPooling_InstantiateDestroy_CharacterRig
21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,20,20,20,20,20,20,20,20,20,20,23,23,23,23,23,23,23,23,23,23,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,SceneBased_TransformAndPooling_GetPosition_2
38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,41,41,41,41,41,41,41,41,41,41,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,40,40,40,40,40,40,40,40,40,40,38,38,38,38,38,38,38,38,38,38,39,39,39,39,39,39,39,39,39,39,41,41,41,41,41,41,41,41,41,41,40,40,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,38,41,41,41,41,41,41,41,41,41,41,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,41,41,41,41,41,41,41,41,41,41,38,38,38,38,38,38,38,38,38,38,40,40,40,40,40,40,40,40,40,40,AnimatorRebind
88,88,88,88,88,88,88,88,88,88,87,87,87,87,87,87,87,87,87,87,83,83,83,83,83,83,83,83,83,83,88,88,88,88,88,88,88,88,88,88,81,81,81,81,81,81,81,81,81,81,83,83,83,83,83,83,83,83,83,83,88,88,88,88,88,88,88,88,88,88,91,91,91,91,91,91,91,91,91,91,83,83,83,83,83,83,83,83,83,83,89,89,89,89,89,89,89,89,89,89,81,81,81,81,81,81,81,81,81,81,84,84,84,84,84,84,84,84,84,84,87,87,87,87,87,87,87,87,87,87,83,83,83,83,83,83,83,83,83,83,81,81,81,81,81,81,81,81,81,81,84,84,84,84,84,84,84,84,84,84,87,87,87,87,87,87,87,87,87,87,81,81,81,81,81,81,81,81,81,81,83,83,83,83,83,83,83,83,83,83,97,97,97,97,97,97,97,97,97,97,ConvexStack
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,8,8,8,8,8,8,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,PrimitiveCulling
40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,39,39,39,39,39,39,39,39,39,38,38,38,38,38,38,38,38,38,38,37,37,37,37,37,37,37,37,37,37,40,40,40,40,40,40,40,40,40,40,39,39,39,39,39,39,39,39,39,39,37,37,37,37,37,37,37,37,37,37,39,39,39,39,39,39,39,39,39,39,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,39,39,39,39,39,39,39,39,39,39,34,34,34,34,34,34,34,34,34,34,37,37,37,37,37,37,37,37,37,37,39,39,39,39,39,39,39,39,39,39,37,37,37,37,37,37,37,37,37,37,41,41,41,41,41,41,41,41,41,41,LightCullingForwardRender_PointLight_ManyLightsFewObjects
85,85,85,85,85,85,85,85,85,85,83,83,83,83,83,83,83,83,83,83,86,86,86,86,86,86,86,86,86,86,99,99,99,99,99,99,99,99,99,99,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,100,100,100,100,100,100,100,100,100,100,89,89,89,89,89,89,89,89,89,89,87,87,87,87,87,87,87,87,87,87,101,101,101,101,101,101,101,101,101,101,85,85,85,85,85,85,85,85,85,85,87,87,87,87,87,87,87,87,87,87,100,100,100,100,100,100,100,100,100,100,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,85,99,99,99,99,99,99,99,99,99,99,101,101,101,101,101,101,101,101,101,101,85,85,85,85,85,85,85,85,85,85,86,86,86,86,86,86,86,86,86,86,89,89,89,89,89,89,89,89,89,89,PotPourri
27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,31,31,31,31,31,31,31,31,31,31,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,27,27,27,27,27,27,27,27,27,27,31,31,31,31,31,31,31,31,31,31,CompareAnimateRobotsWithLegacy
82,82,82,82,82,82,82,82,82,82,56,56,56,56,56,56,56,56,56,56,87,87,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,80,80,71,71,71,71,71,71,71,71,71,71,86,86,86,86,86,86,86,86,86,86,80,80,80,80,80,80,80,80,80,80,78,78,78,78,78,78,78,78,78,78,87,87,87,87,87,87,87,87,87,87,80,80,80,80,80,80,80,80,80,80,71,71,71,71,71,71,71,71,71,71,83,83,83,83,83,83,83,83,83,83,81,81,81,81,81,81,81,81,81,81,87,87,87,87,87,87,87,87,87,87,71,71,71,71,71,71,71,71,71,71,158,158,158,158,158,158,158,158,158,158,81,81,81,81,81,81,81,81,81,81,72,72,72,72,72,72,72,72,72,72,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,SceneBased_TransformAndPooling_SetParent_DifferentHierarchy
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,DynamicBatchingSprites
217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,217,214,214,214,214,214,214,214,214,214,214,69,69,69,69,69,69,69,69,69,69,65,65,65,65,65,65,65,65,65,65,207,207,207,207,207,207,207,207,207,207,69,69,69,69,69,69,69,69,69,69,226,226,226,226,226,226,226,226,226,226,207,207,207,207,207,207,207,207,207,207,69,69,69,69,69,69,69,69,69,69,65,65,65,65,65,65,65,65,65,65,215,215,215,215,215,215,215,215,215,215,69,69,69,69,69,69,69,69,69,69,210,210,210,210,210,210,210,210,210,210,65,65,65,65,65,65,65,65,65,65,62,62,62,62,62,62,62,62,62,62,69,69,69,69,69,69,69,69,69,69,66,66,66,66,66,66,66,66,66,66,209,209,209,209,209,209,209,209,209,209,217,217,217,217,217,217,217,217,217,217,SceneBased_AnimatedSpriteRendering_AnimatedSpriteRendering
33,33,33,33,33,33,33,33,33,33,35,35,35,35,35,35,35,35,35,35,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,44,44,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,35,35,35,35,35,35,35,35,35,35,42,42,42,42,42,42,42,42,42,42,45,45,45,45,45,45,45,45,45,45,DynamicBatchingCubes
46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,43,43,43,43,43,43,43,43,43,43,56,56,56,56,56,56,56,56,56,56,18,18,18,18,18,18,18,18,18,18,43,43,43,43,43,43,43,43,43,43,56,56,56,56,56,56,56,56,56,56,23,23,23,23,23,23,23,23,23,23,43,43,43,43,43,43,43,43,43,43,61,61,61,61,61,61,61,61,61,61,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,56,56,56,56,56,56,56,56,56,56,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,22,22,22,22,22,22,22,22,22,22,61,61,61,61,61,61,61,61,61,61,18,18,18,18,18,18,18,18,18,18,43,43,43,43,43,43,43,43,43,43,23,23,23,23,23,23,23,23,23,23,SceneBased_ParticleMeshRendering_ParticleMeshRendering
31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,34,34,34,34,34,34,34,34,34,34,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,38,38,38,38,38,38,38,38,38,38,IMGUIButtonsPerformanceTest
